species	superkingdom	phylum	class	order	family
actinocatenispora_rupis	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
brachybacterium_sacelli	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae
streptomonospora_flavalba	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
halomonas_denitrificans	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
alteromonas_stellipolaris	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
bacteroides_eggerthii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
phocaeicola_abscessus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	None
virgisporangium_aurantiacum	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
mycoplasma_pulmonis	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae
pyrobaculum_oguniense	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae
truepera_radiovictrix	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae
desulfovibrio_paquesii	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
haloarcula_hispanica	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae
actinoplanes_palleronii	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
albidiferax_ferrireducens	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
maricaulis_salignorans	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae
lentibacillus_halodurans	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
nocardia_takedensis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
algoriphagus_alkaliphilus	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae
streptomyces_arenae	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
clostridium_xylanolyticum	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
streptomyces_emeiensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
caldanaerobius_zeae	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae
tatumella_morbirosei	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae
methanohalobium_evestigatum	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae
lactobacillus_odoratitofui	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
fulvimonas_soli	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae
idiomarina_taiwanensis	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae
actinocorallia_longicatena	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae
rhodovulum_strictum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
methylobacterium_aminovorans	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae
nocardia_elegans	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
zoogloea_resiniphila	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae
vibrio_ichthyoenteri	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
fusobacterium_nucleatum	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae
tenacibaculum_gallaicum	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
staphylococcus_devriesei	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae
anoxynatronum_sibiricum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
vibrio_nereis	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
halomonas_halodurans	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
ancylobacter_dichloromethanicus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae
legionella_beliardensis	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae
flexibacter_aurantiacus	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
streptosporangium_koreanum	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
saccharibacillus_sacchari	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
desulfotignum_toluenicum	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
pseudomonas_marginalis	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
spiroplasma_alleghenense	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae
lonepinella_koalarum	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae
alkalibacterium_kapii	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae
prosthecobacter_vanneervenii	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae
arthrobacter_halodurans	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
azoarcus_communis	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae
kitasatospora_azatica	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
streptococcus_canis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae
leuconostoc_holzapfelii	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae
sporosalibacterium_faouarense	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
propioniferax_innocua	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae
geobacillus_vulcani	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
mycobacterium_mucogenicum	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
chromobacterium_pseudoviolaceum	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae
arenibacter_echinorum	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
pseudomonas_protegens	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
caldicellulosiruptor_hydrothermalis	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis
amycolatopsis_tucumanensis	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
mycobacterium_celatum	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
roseomonas_mucosa	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
mycoplasma_agalactiae	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae
bacillus_acidiproducens	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
tepidamorphus_gemmatus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae
thermoactinomyces_thalpophilus	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae
porphyromonas_endodontalis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
streptomyces_thermodiastaticus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
roseisalinus_antarcticus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
streptomyces_polychromogenes	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
rhodovulum_imhoffii	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
marinovum_algicola	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
methanolacinia_paynteri	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae
persephonella_marina	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae
deinococcus_aerolatus	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae
balneola_alkaliphila	Bacteria	Balneolaeota	Balneolia	Balneolales	Balneolaceae
desulfocapsa_sulfexigens	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae
lentzea_albidocapillata	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
streptococcus_plurextorum	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae
marivita_cryptomonadis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
fervidobacterium_riparium	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae
phaeospirillum_fulvum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae
psychrobacter_adeliensis	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
azospira_oryzae	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae
psychrobacter_arenosus	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
cobetia_marina	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
rhodococcus_tukisamuensis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
lysobacter_antibioticus	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
pedobacter_suwonensis	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
azotobacter_nigricans	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
rhodococcus_corynebacterioides	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
plantactinospora_siamensis	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
staphylothermus_hellenicus	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae
aeromicrobium_ginsengisoli	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae
mycobacterium_thermoresistibile	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
methanohalophilus_halophilus	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae
labrenzia_alexandrii	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
desulfonauticus_submarinus	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae
streptomyces_coelicoflavus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
dactylosporangium_roseum	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
flavobacterium_sasangense	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
rhizobium_alkalisoli	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
escherichia_fergusonii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
haemophilus_influenzae	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae
streptomyces_cavourensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
haloterrigena_jeotgali	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae
paenisporosarcina_macmurdoensis	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae
panacagrimonas_perspica	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae
aminobacter_lissarensis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae
azomonas_macrocytogenes	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
neisseria_bacilliformis	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae
rhodocista_centenaria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae
raoultella_planticola	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
streptoalloteichus_hindustanus	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
leminorella_richardii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae
arcicella_aurantiaca	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae
methylobacterium_rhodinum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae
sanguibacter_soli	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Sanguibacteraceae
leuconostoc_lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae
enterovibrio_nigricans	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
bacteriovorax_marinus	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Halobacteriovoraceae
meiothermus_chliarophilus	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae
propionibacterium_granulosum	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae
laceyella_tengchongensis	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae
actinomadura_rudentiformis	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae
allochromatium_warmingii	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae
paenibacillus_nematophilus	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
kineosporia_succinea	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae
sedimenticola_selenatireducens	Bacteria	Proteobacteria	Gammaproteobacteria	None	None
rhodopirellula_baltica	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae
spiroplasma_citri	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae
bacillus_xiaoxiensis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
neisseria_animaloris	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae
mycoplasma_bovis	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae
sphaerisporangium_cinnabarinum	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
thiomicrospira_arctica	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae
actinomyces_suimastitidis	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae
bacillus_selenatarsenatis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
deinococcus_marmoris	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae
rhodanobacter_denitrificans	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae
rhodobaca_bogoriensis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
flavobacterium_resistens	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
nocardia_xishanensis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
zavarzinia_compransoris	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
erythrobacter_litoralis	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
microbacterium_lacus	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
aerococcus_urinaehominis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae
sinorhizobium_americanum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
mycobacterium_chitae	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
georgfuchsia_toluolica	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae
streptomyces_aomiensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
meiothermus_rufus	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae
idiomarina_salinarum	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae
sedimentibacter_hydroxybenzoicus	Bacteria	Firmicutes	Tissierellia	None	None
pelotomaculum_thermopropionicum	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae
corynebacterium_suicordis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae
lactobacillus_hayakitensis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
clostridium_nitrophenolicum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
ferrimonas_senticii	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Ferrimonadaceae
staphylococcus_cohnii	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae
barnesiella_intestinihominis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae
aquimarina_latercula	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
paenibacillus_hodogayensis	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
methanobrevibacter_gottschalkii	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae
caloramator_viterbiensis	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
mycoplasma_fermentans	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae
methylobacterium_isbiliense	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae
streptosporangium_sibiricum	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
megasphaera_elsdenii	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae
comamonas_koreensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
rhodobacter_johrii	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
streptomyces_badius	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
prosthecochloris_vibrioformis	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae
sphingomonas_molluscorum	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
thermotoga_maritima	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae
streptomyces_mashuensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
paenibacillus_mucilaginosus	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
sphingobium_amiense	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
streptomyces_phosalacineus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
clostridium_thermoalcaliphilum	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
demequina_salsinemoris	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae
desulfitobacterium_metallireducens	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae
aeromonas_eucrenophila	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae
promicromonospora_vindobonensis	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae
bacillus_benzoevorans	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
brevundimonas_subvibrioides	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae
chlorobium_tepidum	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae
neisseria_elongata	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae
parabacteroides_goldsteinii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae
sphingobium_chlorophenolicum	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
microvirgula_aerodenitrificans	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae
alistipes_putredinis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae
pectinatus_	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae
pseudomonas_argentinensis	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
curtobacterium_pusillum	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
streptomyces_plicatus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
butyrivibrio_proteoclasticus	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
acinetobacter_lwoffii	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
pontibacillus_chungwhensis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
prosthecobacter_dejongeii	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae
vibrio_gazogenes	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
thermoproteus_uzoniensis	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae
sphingosinicella_xenopeptidilytica	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
actinomadura_flavalba	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae
actinoplanes_philippinensis	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
amycolatopsis_vancoresmycina	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
nocardia_seriolae	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
