species	superkingdom	phylum	class	order	family
maricaulis_virginensis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae
anaerospora_hongkongensis	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae
massilia_timonae	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
rhodococcus_wratislaviensis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
streptomyces_althioticus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
pleomorphomonas_koreensis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae
hymenobacter_actinosclerus	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae
azotobacter_beijerinckii	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
microlunatus_ginsengisoli	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae
streptomyces_nanhaiensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
bacillus_lentus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
gordonia_araii	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae
planotetraspora_mira	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
marinobacter_goseongensis	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
clostridium_cocleatum	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
chthonomonas_calidirosea	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae
gluconacetobacter_rhaeticus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
rikenella_microfusus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae
actinoplanes_deccanensis	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
thermus_filiformis	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae
vibrio_hepatarius	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
lysobacter_gummosus	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
brevundimonas_terrae	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae
yersinia_pseudotuberculosis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae
verrucosispora_lutea	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
arenimonas_donghaensis	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
caldinitratiruptor_microaerophilus	Bacteria	Firmicutes	Clostridia	Clostridiales	Symbiobacteriaceae
acidithiobacillus_ferrooxidans	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae
alicycliphilus_denitrificans	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
actinoallomurus_amamiensis	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae
lysobacter_niastensis	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
devosia_glacialis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae
salinicoccus_jeotgali	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae
bombiscardovia_coagulans	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae
thiomonas_islandica	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	None
vibrio_sinaloensis	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
epilithonimonas_lactis	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
sanguibacter_suarezii	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Sanguibacteraceae
pseudonocardia_eucalypti	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
rhodobacter_veldkampii	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
pedobacter_africanus	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
brachybacterium_rhamnosum	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae
buttiauxella_izardii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
acidovorax_avenae	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
salinivibrio_proteolyticus	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
citrobacter_amalonaticus	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
eubacterium_contortum	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
pseudomonas_pohangensis	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
brevundimonas_vesicularis	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae
peptoniphilus_olsenii	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae
desulfobacter_psychrotolerans	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
vogesella_indigofera	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae
methanolobus_profundi	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae
maribacter_dokdonensis	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
salinibacterium_amurskyense	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
enterococcus_devriesei	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae
leptospira_inadai	Bacteria	Spirochaetes	Spirochaetia	None	Leptospiraceae
acidovorax_valerianellae	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
arcanobacterium_hippocoleae	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae
halorubrum_alkaliphilum	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae
limnohabitans_australis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
eubacterium_callanderi	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae
aquamicrobium_aerolatum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae
bacillus_oceanisediminis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
prevotella_shahii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
leifsonia_xyli	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
porticoccus_litoralis	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae
planococcus_salinarum	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae
bacteroides_fluxus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
blautia_schinkii	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
tessaracoccus_flavescens	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae
azonexus_fungiphilus	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Azonexaceae
desulfobacter_vibrioformis	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
salmonella_typhimurium	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
natronincola_ferrireducens	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
nakamurella_multipartita	Bacteria	Actinobacteria	Actinobacteria	Nakamurellales	Nakamurellaceae
bacillus_soli	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
mycoplasma_meleagridis	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae
staphylococcus_hyicus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae
thiothrix_nivea	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae
microbacterium_terrae	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
anaerobranca_gottschalkii	Bacteria	Firmicutes	Clostridia	Clostridiales	Proteinivoraceae
clostridium_disporicum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
brevibacillus_fluminis	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
subtercola_frigoramans	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
clostridium_isatidis	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
atopobium_rimae	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae
roseomonas_stagni	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
planomonospora_venezuelensis	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
streptomyces_silaceus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
desulfonatronospira_delicata	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae
agromyces_lapidis	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
catenibacterium_mitsuokai	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
laceyella_sediminis	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae
desulfomicrobium_aestuarii	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae
colwellia_psychrerythraea	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
papillibacter_cinnamivorans	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
friedmanniella_antarctica	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae
mycobacterium_szulgai	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
borrelia_valaisiana	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae
anoxybacillus_rupiensis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
corynebacterium_propinquum	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae
yersinia_aleksiciae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae
mycoplasma_salivarium	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae
paracoccus_alkenifer	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
hoyosella_altamirensis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
ruminococcus_gauvreauii	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
rathayibacter_iranicus	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
microbacterium_profundi	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
citrobacter_sedlakii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
thermoactinomyces_vulgaris	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae
burkholderia_tropica	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
actinocorallia_cavernae	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae
spirochaeta_isovalerica	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae
actinopolymorpha_pittospori	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae
thiomicrospira_crunogena	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae
clostridium_algidicarnis	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
pelagicola_litoralis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
tetrasphaera_veronensis	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae
bradyrhizobium_japonicum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
lactobacillus_salivarius	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
flexibacter_roseolus	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Bernardetiaceae
arenimonas_daejeonensis	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
aeromonas_rivuli	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae
lactobacillus_kunkeei	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
simonsiella_muelleri	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae
halomonas_halmophila	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
burkholderia_cepacia	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
enterococcus_aquimarinus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae
chrysiogenes_arsenatis	Bacteria	Chrysiogenetes	Chrysiogenetes	Chrysiogenales	Chrysiogenaceae
bacillus_badius	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
mycobacterium_pulveris	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
planifilum_fulgidum	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae
volucribacter_psittacicida	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae
jhaorihella_thermophila	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
legionella_rubrilucens	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae
streptococcus_pneumoniae	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae
thalassomonas_ganghwensis	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae
paenibacillus_pabuli	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
camelimonas_abortus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Chelatococcaceae
cryptanaerobacter_phenolicus	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae
paenibacillus_thiaminolyticus	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
verrucosispora_wenchangensis	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
kocuria_carniphila	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
thiohalobacter_thiocyanaticus	Bacteria	Proteobacteria	Gammaproteobacteria	None	None
desulfurispirillum_indicum	Bacteria	Chrysiogenetes	Chrysiogenetes	Chrysiogenales	Chrysiogenaceae
arthrobacter_agilis	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
natronomonas_moolapensis	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae
halorhodospira_abdelmalekii	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae
bacillus_patagoniensis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
sphingobacterium_antarcticum	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
halobacillus_karajensis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
desulfohalobium_retbaense	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae
pseudomonas_moorei	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
pseudonocardia_antarctica	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
enterococcus_pseudoavium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae
sulfurihydrogenibium_rodmanii	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae
saccharomonospora_marina	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
streptosporangium_fragile	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
wolinella_succinogenes	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae
novosphingobium_panipatense	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
pelobacter_acidigallici	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae
janibacter_anophelis	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae
mycobacterium_botniense	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
lysinibacillus_parviboronicapiens	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
fructobacillus_tropaeoli	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae
chitinibacter_alvei	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae
enterococcus_ratti	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae
saccharopolyspora_cebuensis	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
desulfobacterium_corrodens	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
pseudonocardia_oroxyli	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
rhodococcus_erythropolis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
clostridium_aerotolerans	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
streptococcus_porcinus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae
azospirillum_irakense	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae
thermobacillus_composti	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
arsenophonus_nasoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae
thiomonas_bhubaneswarensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	None
campylobacter_hominis	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae
streptococcus_thermophilus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae
vibrio_gallicus	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
bacillus_vireti	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
herminiimonas_glaciei	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
providencia_vermicola	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae
methanococcus_maripaludis	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae
acidaminobacter_hydrogenoformans	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XII. Incertae Sedis
streptomyces_alanosinicus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
thermoanaerobacterium_thermosulfurigenes	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis
streptomyces_cinnamoneus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
geobacter_daltonii	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae
rhodobaca_barguzinensis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
propionigenium_modestum	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae
desulfovibrio_intestinalis	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
legionella_erythra	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae
streptomyces_pseudogriseolus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
saccharopolyspora_rosea	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
microbacterium_ginsengisoli	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
actinomyces_bovis	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae
microbacterium_barkeri	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
micrococcus_lylae	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
hydrogenothermus_marinus	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae
clostridium_celatum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
corynebacterium_amycolatum	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae
paenibacillus_xylanilyticus	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
rhizobium_fabae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
streptococcus_thoraltensis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae
jeotgalibacillus_alimentarius	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae
methanothermobacter_crinale	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae
sediminibacillus_halophilus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
treponema_pedis	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae
rhodoblastus_sphagnicola	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae
eubacterium_multiforme	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae
idiomarina_zobellii	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae
sutterella_wadsworthensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae
streptococcus_mutans	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae
kingella_kingae	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae
chryseobacterium_hominis	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
xanthobacter_aminoxidans	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae
streptomyces_qinglanensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
deinococcus_frigens	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae
sporomusa_malonica	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae
acetivibrio_ethanolgignens	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
halovibrio_denitrificans	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
gordonia_soli	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae
arthrobacter_ilicis	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
nocardioides_dubius	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae
pedobacter_nyackensis	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
prevotella_salivae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
actinomadura_glauciflava	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae
demequina_aestuarii	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae
nocardia_yamanashiensis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
sagittula_stellata	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
legionella_yabuuchiae	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae
fervidicola_ferrireducens	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae
rhodospirillum_sulfurexigens	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae
veillonella_caviae	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae
haloferax_sulfurifontis	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae
psychromonas_boydii	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae
lysobacter_daejeonensis	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
bacillus_funiculus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
clostridium_limosum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
pseudochrobactrum_saccharolyticum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae
desulfofrigus_oceanense	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
escherichia_coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
paenibacillus_gansuensis	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
octadecabacter_arcticus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
chryseobacterium_piscicola	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
dyadobacter_crusticola	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae
pseudoxanthomonas_mexicana	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
leptonema_illini	Bacteria	Spirochaetes	Spirochaetia	None	Leptospiraceae
paenibacillus_fonticola	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
nitratireductor_lucknowense	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae
rubritepida_flocculans	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
streptomyces_bikiniensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
xenorhabdus_ehlersii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae
microvirga_subterranea	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae
paenibacillus_durus	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
thermus_aquaticus	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae
phytobacter_diazotrophicus	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	None
acetobacterium_tundrae	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae
desulfobacterium_niacini	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
millisia_brevis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae
mycobacterium_colombiense	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
xenorhabdus_hominickii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae
afipia_felis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
pseudoxanthomonas_yeongjuensis	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
