species	superkingdom	phylum	class
streptomyces_viridodiastaticus	Bacteria	Actinobacteria	
aeropyrum_pernix	Archaea	Crenarchaeota	
aminobacterium_mobile	Bacteria	Synergistetes	
gluconobacter_cerinus	Bacteria	Proteobacteria	Alphaproteobacteria
stella_humosa	Bacteria	Proteobacteria	Alphaproteobacteria
sporomusa_paucivorans	Bacteria	Firmicutes	
felis_serval	Eukaryota	Chordata	
exobasidium_rostrupii	Eukaryota	Basidiomycota	
bacteroides_fluxus	Bacteria	Bacteroidetes	
platyrrhinus_lineatus	Eukaryota	Chordata	
kocuria_rhizophila	Bacteria	Actinobacteria	
berberis_circumserrata	Eukaryota	Streptophyta	
actinoplanes_ferrugineus	Bacteria	Actinobacteria	
aquisalimonas_asiatica	Bacteria	Proteobacteria	Gammaproteobacteria
drechslera_cynodontis	Eukaryota	Ascomycota	
halomicrobium_katesii	Archaea	Euryarchaeota	
moniliophthora_perniciosa	Eukaryota	Basidiomycota	
streptomyces_maritimus	Bacteria	Actinobacteria	
nocardia_aobensis	Bacteria	Actinobacteria	
thiofaba_tepidiphila	Bacteria	Proteobacteria	Gammaproteobacteria
streptomyces_indiaensis	Bacteria	Actinobacteria	
alternaria_solani	Eukaryota	Ascomycota	
sphaerisporangium_flaviroseum	Bacteria	Actinobacteria	
streptomyces_gelaticus	Bacteria	Actinobacteria	
haloarcula_quadrata	Archaea	Euryarchaeota	
psychrobacter_vallis	Bacteria	Proteobacteria	Gammaproteobacteria
psychrobacter_lutiphocae	Bacteria	Proteobacteria	Gammaproteobacteria
halomonas_gudaonensis	Bacteria	Proteobacteria	Gammaproteobacteria
streptococcus_peroris	Bacteria	Firmicutes	
tetragenococcus_solitarius	Bacteria	Firmicutes	
erythrocebus_patas	Eukaryota	Chordata	
streptomyces_varsoviensis	Bacteria	Actinobacteria	
caldicellulosiruptor_kronotskyensis	Bacteria	Firmicutes	
streptomyces_brasiliensis	Bacteria	Actinobacteria	
streptomyces_racemochromogenes	Bacteria	Actinobacteria	
niabella_aurantiaca	Bacteria	Bacteroidetes	
mycobacterium_seoulense	Bacteria	Actinobacteria	
zygosaccharomyces_rouxii	Eukaryota	Ascomycota	
sciurus_aberti	Eukaryota	Chordata	
corynebacterium_kroppenstedtii	Bacteria	Actinobacteria	
nocardia_farcinica	Bacteria	Actinobacteria	
ponticoccus_litoralis	Bacteria	Proteobacteria	Alphaproteobacteria
desulfovibrio_salexigens	Bacteria	Proteobacteria	Deltaproteobacteria
streptomyces_tendae	Bacteria	Actinobacteria	
streptomyces_sparsus	Bacteria	Actinobacteria	
mycobacterium_brumae	Bacteria	Actinobacteria	
nocardia_terpenica	Bacteria	Actinobacteria	
weissella_kandleri	Bacteria	Firmicutes	
geobacillus_subterraneus	Bacteria	Firmicutes	
telluria_mixta	Bacteria	Proteobacteria	Betaproteobacteria
stephania_cyanantha	Eukaryota	Streptophyta	
xanthobacter_viscosus	Bacteria	Proteobacteria	Alphaproteobacteria
penicillium_griseofulvum	Eukaryota	Ascomycota	
tamias_minimus	Eukaryota	Chordata	
massilia_lutea	Bacteria	Proteobacteria	Betaproteobacteria
microbotryum_violaceum	Eukaryota	Basidiomycota	
weigela_gigantiflora	Eukaryota	Streptophyta	
deinococcus_radiophilus	Bacteria	Deinococcus-Thermus	
tachyglossus_aculeatus	Eukaryota	Chordata	
agromyces_fucosus	Bacteria	Actinobacteria	
janthinobacterium_agaricidamnosum	Bacteria	Proteobacteria	Betaproteobacteria
morganella_psychrotolerans	Bacteria	Proteobacteria	Gammaproteobacteria
clostridiisalibacter_paucivorans	Bacteria	Firmicutes	
actinoallomurus_oryzae	Bacteria	Actinobacteria	
paenibacillus_massiliensis	Bacteria	Firmicutes	
simonsiella_muelleri	Bacteria	Proteobacteria	Betaproteobacteria
sporomusa_acidovorans	Bacteria	Firmicutes	
oceanibaculum_pacificum	Bacteria	Proteobacteria	Alphaproteobacteria
saccharomyces_castellii	Eukaryota	Ascomycota	
chelonobacter_oris	Bacteria	Proteobacteria	Gammaproteobacteria
propionibacterium_cyclohexanicum	Bacteria	Actinobacteria	
halothiobacillus_halophilus	Bacteria	Proteobacteria	Gammaproteobacteria
mycobacterium_phocaicum	Bacteria	Actinobacteria	
magnetospirillum_gryphiswaldense	Bacteria	Proteobacteria	Alphaproteobacteria
acidianus_sulfidivorans	Archaea	Crenarchaeota	
trabulsiella_odontotermitis	Bacteria	Proteobacteria	Gammaproteobacteria
halobacillus_locisalis	Bacteria	Firmicutes	
alistipes_shahii	Bacteria	Bacteroidetes	
desulfosporosinus_orientis	Bacteria	Firmicutes	
streptomyces_flaveolus	Bacteria	Actinobacteria	
methylobacterium_persicinum	Bacteria	Proteobacteria	Alphaproteobacteria
leptolinea_tardivitalis	Bacteria	Chloroflexi	
lactococcus_chungangensis	Bacteria	Firmicutes	
desulfomicrobium_orale	Bacteria	Proteobacteria	Deltaproteobacteria
siphonodon_celastrineus	Eukaryota	Streptophyta	
rattus_rattus	Eukaryota	Chordata	
corynebacterium_lipophiloflavum	Bacteria	Actinobacteria	
mycobacterium_canariasense	Bacteria	Actinobacteria	
bacillus_barbaricus	Bacteria	Firmicutes	
aotus_trivirgatus	Eukaryota	Chordata	
desulfovibrio_simplex	Bacteria	Proteobacteria	Deltaproteobacteria
acinetobacter_calcoaceticus	Bacteria	Proteobacteria	Gammaproteobacteria
thioprofundum_hispidum	Bacteria	Proteobacteria	Gammaproteobacteria
microbacterium_testaceum	Bacteria	Actinobacteria	
agrococcus_citreus	Bacteria	Actinobacteria	
picea_abies	Eukaryota	Streptophyta	
dipodomys_merriami	Eukaryota	Chordata	
pectinatus_frisingensis	Bacteria	Firmicutes	
scalopus_aquaticus	Eukaryota	Chordata	
halomonas_neptunia	Bacteria	Proteobacteria	Gammaproteobacteria
sulfurihydrogenibium_subterraneum	Bacteria	Aquificae	
pelotomaculum_propionicicum	Bacteria	Firmicutes	
colwellia_asteriadis	Bacteria	Proteobacteria	Gammaproteobacteria
rhodotorula_psychrophenolica	Eukaryota	Basidiomycota	
fusarium_longipes	Eukaryota	Ascomycota	
salinicoccus_carnicancri	Bacteria	Firmicutes	
pusillimonas_soli	Bacteria	Proteobacteria	Betaproteobacteria
microbacterium_ginsengiterrae	Bacteria	Actinobacteria	
amycolatopsis_taiwanensis	Bacteria	Actinobacteria	
crossiella_equi	Bacteria	Actinobacteria	
nitratifractor_salsuginis	Bacteria	Proteobacteria	Epsilonproteobacteria
saccharopolyspora_taberi	Bacteria	Actinobacteria	
acidovorax_soli	Bacteria	Proteobacteria	Betaproteobacteria
asticcacaulis_benevestitus	Bacteria	Proteobacteria	Alphaproteobacteria
hipposideros_galeritus	Eukaryota	Chordata	
actinomadura_meridiana	Bacteria	Actinobacteria	
rhodococcus_coprophilus	Bacteria	Actinobacteria	
sphingomonas_dokdonensis	Bacteria	Proteobacteria	Alphaproteobacteria
gluconacetobacter_intermedius	Bacteria	Proteobacteria	Alphaproteobacteria
nocardia_wallacei	Bacteria	Actinobacteria	
phoma_lingam	Eukaryota	Ascomycota	
nicotiana_solanifolia	Eukaryota	Streptophyta	
agromyces_hippuratus	Bacteria	Actinobacteria	
aspergillus_phoenicis	Eukaryota	Ascomycota	
pseudomonas_otitidis	Bacteria	Proteobacteria	Gammaproteobacteria
tepidimonas_aquatica	Bacteria	Proteobacteria	Betaproteobacteria
corynebacterium_urealyticum	Bacteria	Actinobacteria	
desulfovibrio_ferrophilus	Bacteria	Proteobacteria	Deltaproteobacteria
nocardia_carnea	Bacteria	Actinobacteria	
vibrio_celticus	Bacteria	Proteobacteria	Gammaproteobacteria
achromobacter_insolitus	Bacteria	Proteobacteria	Betaproteobacteria
ilyobacter_tartaricus	Bacteria	Fusobacteria	
dyella_terrae	Bacteria	Proteobacteria	Gammaproteobacteria
xenorhabdus_bovienii	Bacteria	Proteobacteria	Gammaproteobacteria
fomes_fomentarius	Eukaryota	Basidiomycota	
kocuria_himachalensis	Bacteria	Actinobacteria	
bacillus_clarkii	Bacteria	Firmicutes	
streptomyces_lavenduligriseus	Bacteria	Actinobacteria	
streptomyces_fulvorobeus	Bacteria	Actinobacteria	
vogesella_mureinivorans	Bacteria	Proteobacteria	Betaproteobacteria
turneriella_parva	Bacteria	Spirochaetes	
anaerococcus_tetradius	Bacteria	Firmicutes	
methanobacterium_beijingense	Archaea	Euryarchaeota	
geobacter_pickeringii	Bacteria	Proteobacteria	Deltaproteobacteria
desulfotomaculum_thermosapovorans	Bacteria	Firmicutes	
saccharibacter_floricola	Bacteria	Proteobacteria	Alphaproteobacteria
actinomyces_hyovaginalis	Bacteria	Actinobacteria	
desulfuromonas_acetexigens	Bacteria	Proteobacteria	Deltaproteobacteria
rhodococcus_opacus	Bacteria	Actinobacteria	
streptomyces_chrestomyceticus	Bacteria	Actinobacteria	
streptosporangium_nondiastaticum	Bacteria	Actinobacteria	
streptomyces_bikiniensis	Bacteria	Actinobacteria	
streptomyces_griseoruber	Bacteria	Actinobacteria	
tenrec_ecaudatus	Eukaryota	Chordata	
pusillimonas_noertemannii	Bacteria	Proteobacteria	Betaproteobacteria
mycobacterium_gordonae	Bacteria	Actinobacteria	
candida_multigemmis	Eukaryota	Ascomycota	
oosporidium_margaritiferum	Eukaryota	Basidiomycota	
sulfurospirillum_cavolei	Bacteria	Proteobacteria	Epsilonproteobacteria
lactobacillus_kefiri	Bacteria	Firmicutes	
methylobacterium_hispanicum	Bacteria	Proteobacteria	Alphaproteobacteria
streptomyces_olivoverticillatus	Bacteria	Actinobacteria	
daption_capensis	Eukaryota	Chordata	
spiroplasma_kunkelii	Bacteria	Tenericutes	
mycosphaerella_punctiformis	Eukaryota	Ascomycota	
spirochaeta_aurantia	Bacteria	Spirochaetes	
calditerrivibrio_nitroreducens	Bacteria	Deferribacteres	
thiomicrospira_thyasirae	Bacteria	Proteobacteria	Gammaproteobacteria
burkholderia_fungorum	Bacteria	Proteobacteria	Betaproteobacteria
pedetes_capensis	Eukaryota	Chordata	
mycobacterium_aromaticivorans	Bacteria	Actinobacteria	
nitrobacter_winogradskyi	Bacteria	Proteobacteria	Alphaproteobacteria
rhodospirillum_rubrum	Bacteria	Proteobacteria	Alphaproteobacteria
cupriavidus_campinensis	Bacteria	Proteobacteria	Betaproteobacteria
ulocladium_botrytis	Eukaryota	Ascomycota	
thermasporomyces_composti	Bacteria	Actinobacteria	
methanosarcina_thermophila	Archaea	Euryarchaeota	
virgibacillus_arcticus	Bacteria	Firmicutes	
rhodonia_placenta	Eukaryota	Basidiomycota	
capromys_pilorides	Eukaryota	Chordata	
dasyprocta_azarae	Eukaryota	Chordata	
nocardia_uniformis	Bacteria	Actinobacteria	
gallibacterium_anatis	Bacteria	Proteobacteria	Gammaproteobacteria
streptomyces_roseoviolaceus	Bacteria	Actinobacteria	
candida_oceani	Eukaryota	Ascomycota	
salinicoccus_hispanicus	Bacteria	Firmicutes	
brevibacterium_album	Bacteria	Actinobacteria	
promicromonospora_aerolata	Bacteria	Actinobacteria	
methanobacterium_oryzae	Archaea	Euryarchaeota	
nyctophilus_geoffroyi	Eukaryota	Chordata	
gymnopilus_spectabilis	Eukaryota	Basidiomycota	
pleurotus_eous		Basidiomycota	
micromonospora_carbonacea	Bacteria	Actinobacteria	
microbacterium_liquefaciens	Bacteria	Actinobacteria	
streptomyces_chungwhensis	Bacteria	Actinobacteria	
fusarium_eumartii	Eukaryota	Ascomycota	
aeromonas_piscicola	Bacteria	Proteobacteria	Gammaproteobacteria
enterobacter_pyrinus	Bacteria	Proteobacteria	Gammaproteobacteria
campylobacter_concisus	Bacteria	Proteobacteria	Epsilonproteobacteria
caulobacter_ginsengisoli	Bacteria	Proteobacteria	Alphaproteobacteria
asterophora_lycoperdoides	Eukaryota	Basidiomycota	
fusobacterium_simiae	Bacteria	Fusobacteria	
microbacterium_mitrae	Bacteria	Actinobacteria	
arcobacter_trophiarum	Bacteria	Proteobacteria	Epsilonproteobacteria
aeromonas_sanarellii	Bacteria	Proteobacteria	Gammaproteobacteria
candida_cylindracea	Eukaryota	Ascomycota	
streptomyces_longispororuber	Bacteria	Actinobacteria	
debaryomyces_hansenii	Eukaryota	Ascomycota	
alicyclobacillus_macrosporangiidus	Bacteria	Firmicutes	
pseudoalteromonas_atlantica	Bacteria	Proteobacteria	Gammaproteobacteria
herbaspirillum_rubrisubalbicans	Bacteria	Proteobacteria	Betaproteobacteria
lactobacillus_amylophilus	Bacteria	Firmicutes	
alkalibacterium_pelagium	Bacteria	Firmicutes	
drechslera_cactivora	Eukaryota	Ascomycota	
brevibacillus_fluminis	Bacteria	Firmicutes	
scopulibacillus_darangshiensis	Bacteria	Firmicutes	
marinobacterium_georgiense	Bacteria	Proteobacteria	Gammaproteobacteria
tetrahymena_thermophila	Eukaryota		
clostridium_lundense	Bacteria	Firmicutes	
cupriavidus_pseudomonas	Bacteria	Proteobacteria	Gammaproteobacteria
sphingobium_japonicum	Bacteria	Proteobacteria	Alphaproteobacteria
flavobacterium_fryxellicola	Bacteria	Bacteroidetes	
streptomyces_nocardia	Bacteria	Actinobacteria	
pseudomonas_azotoformans	Bacteria	Proteobacteria	Gammaproteobacteria
clostridium_cellulolyticum	Bacteria	Firmicutes	
streptomyces_albogriseolus	Bacteria	Actinobacteria	
bacillus_nanhaiensis	Bacteria	Firmicutes	
staphylococcus_chromogenes	Bacteria	Firmicutes	
limnodromus_griseus	Eukaryota	Chordata	
citricoccus_nitrophenolicus	Bacteria	Actinobacteria	
buddleja_nivea	Eukaryota	Streptophyta	
pseudomonas_pelagia	Bacteria	Proteobacteria	Gammaproteobacteria
marinobacter_adhaerens	Bacteria	Proteobacteria	Gammaproteobacteria
vibrio_harveyi	Bacteria	Proteobacteria	Gammaproteobacteria
beauveria_bassiana	Eukaryota	Ascomycota	
hamelia_patens	Eukaryota	Streptophyta	
methylorhabdus_multivorans	Bacteria	Proteobacteria	Alphaproteobacteria
syringa_vulgaris	Eukaryota	Streptophyta	
bifidobacterium_bohemicum	Bacteria	Actinobacteria	
elephantulus_brachyrhynchus	Eukaryota	Chordata	
haloactinopolyspora_alba	Bacteria	Actinobacteria	
moraxella_caprae	Bacteria	Proteobacteria	Gammaproteobacteria
finegoldia_magna	Bacteria	Firmicutes	
thermococcus_celer	Archaea	Euryarchaeota	
sphingobium_abikonense	Bacteria	Proteobacteria	Alphaproteobacteria
streptococcus_mitis	Bacteria	Firmicutes	
anoxybacillus_pushchinoensis	Bacteria	Firmicutes	
methylophaga_alcaliphila	Bacteria	Proteobacteria	Gammaproteobacteria
streptomyces_gougerotii	Bacteria	Actinobacteria	
pontibacillus_halophilus	Bacteria	Firmicutes	
lycoperdon_pyriforme	Eukaryota	Basidiomycota	
pelobacter_seleniigenes	Bacteria	Proteobacteria	Deltaproteobacteria
clostridium_innocuum	Bacteria	Firmicutes	
brevundimonas_vesicularis	Bacteria	Proteobacteria	Alphaproteobacteria
methanothermobacter_crinale	Archaea	Euryarchaeota	
streptococcus_iniae	Bacteria	Firmicutes	
cohnella_yongneupensis	Bacteria	Firmicutes	
buddleja_forrestii		Streptophyta	
coprothermobacter_proteolyticus	Bacteria	Firmicutes	
mucor_amphibiorum	Eukaryota	Mucoromycota	
desulfurispirillum_indicum	Bacteria	Chrysiogenetes	
bacteroides_xylanolyticus	Bacteria	Bacteroidetes	
idiomarina_loihiensis	Bacteria	Proteobacteria	Gammaproteobacteria
desulfotomaculum_alcoholivorax	Bacteria	Firmicutes	
pestalotia_foedans	Eukaryota	Ascomycota	
thielaviopsis_basicola	Eukaryota	Ascomycota	
botrytis_aclada	Eukaryota	Ascomycota	
brevundimonas_subvibrioides	Bacteria	Proteobacteria	Alphaproteobacteria
cryptomys_mechowi	Eukaryota	Chordata	
klebsiella_note:	Bacteria		
propionibacterium_acidipropionici	Bacteria	Actinobacteria	
thiothrix_caldifontis	Bacteria	Proteobacteria	Gammaproteobacteria
burkholderia_anthina	Bacteria	Proteobacteria	Betaproteobacteria
mycoplana_dimorpha	Bacteria	Proteobacteria	Alphaproteobacteria
sterolibacterium_denitrificans	Bacteria	Proteobacteria	Betaproteobacteria
thielavia_pingtungia	Eukaryota	Chordata	
clostridium_butyricum	Bacteria	Firmicutes	
fusarium_venenatum	Eukaryota	Ascomycota	
streptomyces_himgriensis	Bacteria	Actinobacteria	
kushneria_sinocarnis	Bacteria	Proteobacteria	Gammaproteobacteria
haliea_mediterranea	Bacteria	Proteobacteria	Gammaproteobacteria
lentibacillus_halodurans	Bacteria	Firmicutes	
cedecea_lapagei	Bacteria	Proteobacteria	Gammaproteobacteria
rhodococcus_ruber	Bacteria	Actinobacteria	
chaetodipus_fallax	Eukaryota	Chordata	
amycolatopsis_marina	Bacteria	Actinobacteria	
flavobacterium_lindanitolerans	Bacteria	Bacteroidetes	
clostridium_linum	Eukaryota	Streptophyta	
planctomyces_maris	Bacteria	Planctomycetes	
aristolochia_grandiflora	Eukaryota	Streptophyta	
ornithinicoccus_hortensis	Bacteria	Actinobacteria	
albidovulum_inexpectatum	Bacteria	Proteobacteria	Alphaproteobacteria
fluoribacter_bozemanae	Bacteria	Proteobacteria	Gammaproteobacteria
nocardia_vinacea	Bacteria	Actinobacteria	
methylosarcina_quisquiliarum	Bacteria	Proteobacteria	Gammaproteobacteria
nocardioides_bigeumensis	Bacteria	Actinobacteria	
aeromonas_note:	Bacteria		
pseudomonas_resinovorans	Bacteria	Proteobacteria	Gammaproteobacteria
salinibacterium_xinjiangense	Bacteria	Actinobacteria	
nesterenkonia_halobia	Bacteria	Actinobacteria	
methanohalophilus_portucalensis	Archaea	Euryarchaeota	
aequorivita_lipolytica	Bacteria	Bacteroidetes	
pseudomonas_veronii	Bacteria	Proteobacteria	Gammaproteobacteria
tilletia_caries	Eukaryota	Basidiomycota	
gelsemium_sempervirens	Eukaryota	Streptophyta	
alkanindiges_hongkongensis	Bacteria	Proteobacteria	Gammaproteobacteria
achromobacter_spanius	Bacteria	Proteobacteria	Betaproteobacteria
desulfosporosinus_auripigmenti	Bacteria	Firmicutes	
fusobacterium_mortiferum	Bacteria	Fusobacteria	
chryseobacterium_pallidum	Bacteria	Bacteroidetes	
desulfonatronospira_delicata	Bacteria	Proteobacteria	Deltaproteobacteria
citricoccus_zhacaiensis	Bacteria	Actinobacteria	
oceanicola_granulosus	Bacteria	Proteobacteria	Alphaproteobacteria
colwellia_chukchiensis	Bacteria	Proteobacteria	Gammaproteobacteria
penicillium_tardum	Eukaryota	Ascomycota	
caulobacter_caulobacter	Bacteria	Proteobacteria	Alphaproteobacteria
leptonema_illini	Bacteria	Spirochaetes	
mucor_plumbeus	Eukaryota	Mucoromycota	
zymophilus_raffinosivorans	Bacteria	Firmicutes	
bordetella_holmesii	Bacteria	Proteobacteria	Betaproteobacteria
syntrophomonas_zehnderi	Bacteria	Firmicutes	
natronomonas_moolapensis	Archaea	Euryarchaeota	
stenotrophomonas_maltophilia	Bacteria	Proteobacteria	Gammaproteobacteria
bacteroides_eggerthii	Bacteria	Bacteroidetes	
streptomyces_phaeogriseichromatogenes	Bacteria	Actinobacteria	
schizonella_cocconii	Eukaryota	Basidiomycota	
micromonospora_eburnea	Bacteria	Actinobacteria	
brachybacterium_faecium	Bacteria	Actinobacteria	
umezawaea_tangerina	Bacteria	Actinobacteria	
pseudomonas_xanthomarina	Bacteria	Proteobacteria	Gammaproteobacteria
saccharomyces_pasteurianus	Eukaryota	Ascomycota	
staphylococcus_caprae	Bacteria	Firmicutes	
mycobacterium_avium	Bacteria	Actinobacteria	
bacillus_agaradhaerens	Bacteria	Firmicutes	
amycolatopsis_halophila	Bacteria	Actinobacteria	
natrinema_pellirubrum	Archaea	Euryarchaeota	
campylobacter_showae	Bacteria	Proteobacteria	Epsilonproteobacteria
echinicola_vietnamensis	Bacteria	Bacteroidetes	
serratia_plymuthica	Bacteria	Proteobacteria	Gammaproteobacteria
bacillus_alcalophilus	Bacteria	Firmicutes	
rhizobium_halophytocola	Bacteria	Proteobacteria	Alphaproteobacteria
kocuria_palustris	Bacteria	Actinobacteria	
thunbergia_alata	Eukaryota	Streptophyta	
heliophobius_argentocinereus	Eukaryota	Chordata	
streptomyces_mauvecolor	Bacteria	Actinobacteria	
ideonella_azotifigens	Bacteria	Proteobacteria	Betaproteobacteria
sphingobium_herbicidovorans	Bacteria	Proteobacteria	Alphaproteobacteria
streptomyces_lacticiproducens	Bacteria	Actinobacteria	
methanobrevibacter_millerae	Archaea	Euryarchaeota	
streptomyces_violascens	Bacteria	Actinobacteria	
penicillium_miczynskii	Eukaryota	Ascomycota	
sporichthya_polymorpha	Bacteria	Actinobacteria	
saprospira_grandis	Bacteria	Bacteroidetes	
microlunatus_phosphovorus	Bacteria	Actinobacteria	
azospira_oryzae	Bacteria	Proteobacteria	Betaproteobacteria
penicillium_nalgiovense	Eukaryota	Ascomycota	
guignardia_citricarpa	Eukaryota	Ascomycota	
oceanobacillus_chironomi	Bacteria	Firmicutes	
hydrogenobacter_thermophilus	Bacteria	Aquificae	
oxalicibacterium_horti	Bacteria	Proteobacteria	Betaproteobacteria
marichromatium_indicum	Bacteria	Proteobacteria	Gammaproteobacteria
neofiber_alleni	Eukaryota	Chordata	
chelatococcus_daeguensis	Bacteria	Proteobacteria	Alphaproteobacteria
chryseobacterium_wanjuense	Bacteria	Bacteroidetes	
anoxybacillus_voinovskiensis	Bacteria	Firmicutes	
shinella_granuli	Bacteria	Proteobacteria	Alphaproteobacteria
catellibacterium_nectariphilum	Bacteria	Proteobacteria	Alphaproteobacteria
cellulomonas_humilata	Bacteria	Actinobacteria	
spiroplasma_litorale	Bacteria	Tenericutes	
sporobolomyces_singularis	Eukaryota	Basidiomycota	
clostridium_zootermopsis	Eukaryota	Arthropoda	
marinospirillum_alkaliphilum	Bacteria	Proteobacteria	Gammaproteobacteria
segniliparus_rugosus	Bacteria	Actinobacteria	
desulfobacula_toluolica	Bacteria	Proteobacteria	Deltaproteobacteria
coonemeria_verrucosa	Eukaryota	Arthropoda	
thermolithobacter_carboxydivorans	Bacteria	Firmicutes	
spirillum_winogradskyi	Bacteria	Proteobacteria	Betaproteobacteria
